Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-05-24; 22:56:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 60°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:57:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 60°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 22:58:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 60°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 22:59:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 60°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:00:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 63°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 60°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:01:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 59°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:02:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 59°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:03:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 59°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:04:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 59°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:05:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 59°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 23:06:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 59°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:07:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 59°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 23:08:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 59°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 23:09:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 59°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:10:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 59°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:11:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 59°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 23:12:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 59°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:13:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 59°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 23:14:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 59°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:15:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 59°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:16:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 59°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 23:17:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 59°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 23:18:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 59°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 23:19:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 59°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:20:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.15A; 
2024-05-24; 23:21:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 23:22:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:23:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:24:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:25:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:26:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:27:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:28:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:29:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:30:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:31:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 62°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.15A; 
2024-05-24; 23:32:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 23:33:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:34:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 53°; 63°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:35:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 23:36:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 23:37:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 23:38:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:39:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.15A; 
2024-05-24; 23:40:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:41:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:42:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:43:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:44:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.15A; 
2024-05-24; 23:45:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:46:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 61°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:47:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:48:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:49:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 23:50:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:51:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:52:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:53:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:54:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 23%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:55:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 23:56:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:57:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 23:58:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 23:59:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 60°; 52°; 62°; 70%; 0%; 0%; 0%; 100.0%; 402°; 70°; 58°; 0%; 12°; 0°; 26°; 0°; 26°; 127°; 127°; 10880; 16637h; 32°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
